,,answer_predicate,answer_predicate,answer_predicate,z,z,z,evidence,evidence,evidence,reason,reason,reason
HW_LO_344,trans2,no,yes,no,,develop students,,[],[],[],,,
HW_LO_344,x-pro-z,yes,yes,yes,review the lessons they have done that day and learn what's ahead of them,develop students,develop students,[],[],[],,,
HW_LO_344,x-sup-z,no,yes,no,,lose to opportunity for prepared to study,,[],[],[],,,
HW_LO_344,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
HW_LO_344,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_352,ack-c,no,yes,yes,,,,[],"[2, 3, 4]","[1, 2]",Not mentioned,CA implies that HW does promote doing HW in class particularly,The fact they are saying 'They don't have to do it until the end of class' implies to me that there is some type of incorrect way if it's assigned at a time other than the end.
HW_LO_352,ano-z,no,no,yes,,,in class,[],[],[],,,
HW_LO_352,deny-c,no,no,no,,,,[],[],[],,,
HW_LO_352,miti,yes,yes,yes," does not have to assign what it will be until the end of class is approaching, block scheduling",teacher does not have to assign what it will be until the end of class is approaching,assign what it will be until the end of class is approaching,[],[],[],,,Sounds like it's currently not part of the process but a way to mitigate.
HW_LO_352,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_352,no-need-address,yes,no,no,,,,[8],[],[],,,
HW_LO_352,reverse-c,no,no,no,,,,[],[],[],,,
HW_LO_352,trans1,no,no,no,,,,[],[],[],,,
HW_LO_352,trans2,no,no,no,,,,[],[],[],,,
HW_LO_352,x-pro-z,no,no,no,,,,[],[],[],,,
HW_LO_352,x-sup-z,no,no,no,,,,[],[],[],,,
HW_LO_352,y-pro-opposite-z,no,yes,no,,chance to ask questions of peers or educators when they encounter an issue,,[],[],[],,Z is promoted by doing HW in class which is referred to as IWS by IA,
HW_LO_352,y-sup-same-z,no,yes,no,,have no help at home,,[],[],[],,,
HW_LO_354,ack-c,yes,yes,yes,,,,[2],[3],"[3, 4]",,,'stretch to say' implies a slight possibility.
HW_LO_354,ano-z,no,no,yes,,,Kids are tempted to cut corners and make poor choices,[],[],[],,,
HW_LO_354,deny-c,yes,no,yes,,,,[4],[],[4],,,
HW_LO_354,miti,no,yes,no,,learn right from wrong,,[],[],[],,,
HW_LO_354,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_354,no-need-address,no,no,yes,,,,[],[],[6],,,I get a sense that this is saying it's not a problem because its gives children the opportunity to learn right from wrong.
HW_LO_354,reverse-c,yes,yes,no,,,,[6],[6],[],,,
HW_LO_354,trans1,no,yes,yes,,cut corners and make poor choices in all kinds of situations,bad choices,[],[],[],,,
HW_LO_354,trans2,yes,yes,yes,kids can learn right from wrong,learn right from wrong,kids can learn right from wrong.,[],[],[],,,
HW_LO_354,x-pro-z,no,yes,yes,,learn right from wrong,kids can learn right from wrong,[],[],[],,,
HW_LO_354,x-sup-z,no,yes,yes,,bad choices,bad choices,[],[],[],,,
HW_LO_354,y-pro-opposite-z,no,yes,no,,get the chance to practice the right and wrong ways to study,,[],[],[],,,
HW_LO_354,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_355,ack-c,no,no,no,,,,[],[],[],Not mentioned,,Nothing about incorrect way of studying in this CA.
HW_LO_355,ano-z,no,no,no,,,,[],[],[],,,
HW_LO_355,deny-c,no,no,no,,,,[],[],[],,,Nothing about incorrect way of studying in this CA.
HW_LO_355,miti,no,no,no,,,,[],[],[],,,Nothing about incorrect way of studying in this CA.
HW_LO_355,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_355,no-need-address,no,no,no,,,,[],[],[],,,Nothing about incorrect way of studying in this CA.
HW_LO_355,reverse-c,no,no,no,,,,[],[],[],,,Nothing about incorrect way of studying in this CA.
HW_LO_355,trans1,no,no,no,,,,[],[],[],,,Nothing about incorrect way of studying in this CA.
HW_LO_355,trans2,no,no,no,,,,[],[],[],,,Nothing about incorrect way of studying in this CA.
HW_LO_355,x-pro-z,yes,yes,yes,review what they have learned in in a classroom setting,review what they have learned in in a classroom setting,review what they have learned in in a classroom setting,[],[],[],,,
HW_LO_355,x-sup-z,no,yes,yes,,grades to drop in class as well as not being able to retain what they learned as easily,grades to drop,[],[],[],,,
HW_LO_355,y-pro-opposite-z,no,no,no,,,,[],[],[],,,Nothing about incorrect way of studying in this CA.
HW_LO_355,y-sup-same-z,no,no,no,,,,[],[],[],,,Nothing about incorrect way of studying in this CA.
HW_LO_356,ack-c,no,no,no,,,,[],[],[],,,
HW_LO_356,ano-z,no,no,no,,,,[],[],[],,,
HW_LO_356,deny-c,yes,no,yes,,,,[1],[],"[1, 2]",,,
HW_LO_356,miti,no,no,no,,,,[],[],[],,,
HW_LO_356,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_356,no-need-address,no,no,yes,,,,[],[],"[1, 2]",,,Sounds like it's not really a problem and actually helps students.
HW_LO_356,reverse-c,yes,no,no,,,,[1],[],[],,,
HW_LO_356,trans1,no,no,no,,,,[],[],[],,,
HW_LO_356,trans2,no,no,yes,,,the right way to study,[],[],[],,,
HW_LO_356,x-pro-z,no,yes,yes,,pin point,learn how to study the right way,[],[],[],,,
HW_LO_356,x-sup-z,yes,yes,yes,pressure for students to decide what is important to study for future tests and quizzes,added pressure for students to decide what is important to study for future tests and quizzes,pressure for students to decide what is important to study for future tests and quizzes,[],[],[],needed to study or review yo get the correct answers in the assignment,,
HW_LO_356,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
HW_LO_356,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_359,ack-c,no,no,no,,,,[],[],[],,it doesn't talk about IWS,
HW_LO_359,ano-z,no,yes,no,,abolishing homework,,[],[],[],,Based on that abolishing HW will lead to a lack of improved studying skills,
HW_LO_359,deny-c,yes,yes,yes,,,,"[1, 2]","[7, 8]",[1],,,This sentence makes it seems as though homework promotes the right way to study.
HW_LO_359,miti,no,no,no,,,,[],[],[],,,
HW_LO_359,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_359,no-need-address,no,no,yes,,,,[],[],"[7, 8]",,,The fact that it won't lead to improved studying skills and will actually lead to a lack of it implies that it's not a problem currently.
HW_LO_359,reverse-c,no,yes,no,,,,[],"[7, 8]",[],,abolishing HW won't lead to improved studying skills implies that HW promotes improved studying skills implies that HW suppresses IWS,
HW_LO_359,trans1,no,no,no,,,,[],[],[],,,
HW_LO_359,trans2,no,no,no,,,,[],[],[],,,
HW_LO_359,x-pro-z,no,yes,yes,,improved studying skills,improved studying skills,[],[],[],,,
HW_LO_359,x-sup-z,yes,yes,yes,unprepared students who aren’t ready for tests and quizzes administered by teachers or the ones that the state is in charge of,more unprepared students who aren’t ready for tests and quizzes administered by teachers or the ones that the state is in charge of,more unprepared students who aren’t ready for tests and quizzes administered by teachers or the ones that the state is in charge of,[],[],[],,,
HW_LO_359,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
HW_LO_359,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_363,ack-c,no,no,no,,,,[],[],[],Not mentioned,"IA talks about ""copying others' HW and doing HW in classes"" as incorrect ways of studying, but CA talks about doing HW while listening to music or while doing dishes, which is not IA's focus",
HW_LO_363,ano-z,no,no,no,,,,[],[],[],,,
HW_LO_363,deny-c,no,no,yes,,,,[],[],[1],,"CA's so-called ""incorrect ways of studying"" is not what IA refers to","If there's no right way, there's no wrong way."
HW_LO_363,miti,no,no,no,,,,[],[],[],,,
HW_LO_363,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_363,no-need-address,yes,no,yes,,,,[1],[],[1],,,"'Not a problem or not important at all' as the CA says that there's not even a right way, thus implying there's not a wrong way (i.e., incorrect way)"
HW_LO_363,reverse-c,no,no,no,,,,[],[],[],,,
HW_LO_363,trans1,no,no,no,,,,[],[],[],,,
HW_LO_363,trans2,no,no,no,,,,[],[],[],,,
HW_LO_363,x-pro-z,yes,yes,yes,ability to succeed at multi-tasking,develop the ability to succeed at multi-tasking,develop the ability to succeed at multi-tasking,[],[],[],,,
HW_LO_363,x-sup-z,no,no,no,,,,[],[],[],,,
HW_LO_363,y-pro-opposite-z,yes,no,no,ability to succeed at multi-tasking,,,[],[],[],,,
HW_LO_363,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_365,ack-c,no,yes,yes,,,,[],"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[1, 2]",,CA implies that HW does promote copying others' HW ,This CA is basically saying that copying occurs with and without homework.
HW_LO_365,ano-z,yes,yes,yes,don’t care about their education as a whole,students just don’t care about their education as a whol,These students just don’t care about their education as a whole,[],[],[],,,
HW_LO_365,deny-c,yes,no,yes,,,,[2],[],"[2, 3, 4, 5, 6, 7, 8, 9, 10]",,,This CA is basically saying that copying occurs with and without homework.
HW_LO_365,miti,yes,yes,no,make a choice as to what matters,make a choice as to what matters,,[],[],[],,IWS could be mitigated by the selected Z,"Wanted to say 'In the end they will have to make a choice as to what matters.' as Z, but it feels like it's part of the process.
"
HW_LO_365,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_365,no-need-address,no,no,yes,,,,[],[],"[9, 10]",,,Part of the process.
HW_LO_365,reverse-c,yes,no,no,,,,"[10, 11]",[],[],,,
HW_LO_365,trans1,no,no,no,,,,[],[],[],,,
HW_LO_365,trans2,yes,yes,no,make a choice as to what matters,make a choice as to what matters,,[],[],[],,"it's probably a super minor interpretation. ""make a choice as to what matters"" could suppress IWS if they make the right choice, and the opportunity to choose is given by doing HW",
HW_LO_365,x-pro-z,no,yes,no,,make a choice as to what matters,,[],[],[],,"HW promotes ""copying others' HW"" promotes ""being spotted"" promotes ""having to make a choice as to what matters""",
HW_LO_365,x-sup-z,no,no,no,,,,[],[],[],,,
HW_LO_365,y-pro-opposite-z,no,no,yes,,,make a choice as to what matters,[],[],[],,,
HW_LO_365,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_371,ack-c,no,no,no,,,,[],[],[],Not mentioned,,
HW_LO_371,ano-z,no,no,no,,,,[],[],[],,,
HW_LO_371,deny-c,no,yes,yes,,,,[],"[1, 2, 3, 4]","[1, 2, 3, 4]",,"students don't want to risk failing a class to copy HW, so they won't do that even though they have HW",
HW_LO_371,miti,yes,no,no,risk of this happening and possibly failing a class,,,[],[],[],,,
HW_LO_371,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_371,no-need-address,no,yes,yes,,,,[],"[1, 2, 3, 4]","[2, 3]",,IWS is not a problem because it won't happen at first place as students wouldn't risk failing a class to copy other's HW,Action already part of the process.
HW_LO_371,reverse-c,no,no,no,,,,[],[],[],,,
HW_LO_371,trans1,no,no,no,,,,[],[],[],,,
HW_LO_371,trans2,no,no,yes,,,deterrent from copying from someone,[],[],[],,,
HW_LO_371,x-pro-z,no,no,no,,,,[],[],[],,,
HW_LO_371,x-sup-z,no,no,no,,,,[],[],[],,,
HW_LO_371,y-pro-opposite-z,no,no,yes,,,Many teachers would realize that,[],[],[],,,
HW_LO_371,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_373,ack-c,yes,yes,yes,,,,[1],"[3, 4, 5, 6, 7, 8, 9, 10]","[1, 9]",,"it implies that ""copying homework"" could happen, and if students who copy others' HW don't change after seeing their grades degrade, they will continue to copy others' HW",Assuming 'work properly' is regarding incorrect ways of studying.
HW_LO_373,ano-z,no,no,no,,,,[],[],[],,,
HW_LO_373,deny-c,no,no,no,,,,[],[],[],,,
HW_LO_373,miti,yes,yes,no,see their grade,see their grade suffer and change,,[],[],[],,,
HW_LO_373,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_373,no-need-address,yes,no,yes,,,,[9],[],"[4, 8, 9, 10]",,,Already part of the process -- student will change if they care.
HW_LO_373,reverse-c,no,no,no,,,,[],[],[],,,
HW_LO_373,trans1,no,no,no,,,,[],[],[],,,
HW_LO_373,trans2,no,no,no,,,,[],[],[],,,
HW_LO_373,x-pro-z,yes,yes,yes,see how the students can apply what they learned in class to an assignment on their own,see what the students have learned,students can apply what they learned in class to an assignment on their own,[],[],[],,,
HW_LO_373,x-sup-z,no,no,yes,,,not learning anything,[],[],[],,,
HW_LO_373,y-pro-opposite-z,no,no,yes,,,student will see their grade suffer and change if they care,[],[],[],,,
HW_LO_373,y-sup-same-z,no,no,yes,,,not learning anything,[],[],[],,,
HW_LO_375,ack-c,no,no,no,,,,[],[],[],Not mentioned,,Doesn't talk about <Y>
HW_LO_375,ano-z,no,no,no,,,,[],[],[],,,Doesn't talk about <Y>
HW_LO_375,deny-c,no,no,no,,,,[],[],[],,,Doesn't talk about <Y>
HW_LO_375,miti,no,no,no,,,,[],[],[],,,Doesn't talk about <Y>
HW_LO_375,no-evi,no,no,no,,,,[],[],[],,,Doesn't talk about <Y>
HW_LO_375,no-need-address,no,no,no,,,,[],[],[],,,Doesn't talk about <Y>
HW_LO_375,reverse-c,no,no,no,,,,[],[],[],,,Doesn't talk about <Y>
HW_LO_375,trans1,no,no,no,,,,[],[],[],,,
HW_LO_375,trans2,no,no,no,,,,[],[],[],,,
HW_LO_375,x-pro-z,yes,yes,yes,teachers know where their students stand,lets the teachers know where their students stand,a chance to go over the lesson again or help specific students get a better grasp on the subject,[],[],[],,,
HW_LO_375,x-sup-z,yes,yes,yes,be behind and having to take more tests and quizzes while not being prepared,be behind and having to take more tests and quizzes while not being prepared,a void that has to filled by teachers,[],[],[],,,
HW_LO_375,y-pro-opposite-z,no,no,no,,,,[],[],[],,,Doesn't talk about <Y>
HW_LO_375,y-sup-same-z,no,no,no,,,,[],[],[],,,Doesn't talk about <Y>
HW_LO_377,ack-c,yes,yes,yes,,,,[5],"[3, 4]",[4],,,
HW_LO_377,ano-z,no,no,no,,,,[],[],[],,,
HW_LO_377,deny-c,no,no,no,,,,[],[],[],,,
HW_LO_377,miti,no,yes,no,,"learn, over time, that copying work is counter to actually studying and learning the material",,[],[],[],,,
HW_LO_377,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_377,no-need-address,yes,yes,yes,,,,"[1, 2]","[3, 4, 5]",[5],,IWS is not a problem that requires any action to be taken because students who do IWS will learn a lesson themselves and over time they will realize that IWS is not good,Part of the process.
HW_LO_377,reverse-c,no,no,yes,,,,[],[],[6],,,Interesting. Homework both promotes and suppresses Y in this CA. 
HW_LO_377,trans1,no,no,no,,,,[],[],[],,,
HW_LO_377,trans2,no,no,yes,,,"learn, over time, that copying work is counter to actually studying and learning the material",[],[],[],,,
HW_LO_377,x-pro-z,no,no,yes,,,the chance to learn this,[],[],[],,,
HW_LO_377,x-sup-z,no,no,yes,,,copying work,[],[],[],,,
HW_LO_377,y-pro-opposite-z,yes,yes,yes,good teaching opportunity for learning about ethics and the consequences of one's choices,a good teaching opportunity for learning about ethics and the consequences of one's choices,"learn, over time, that copying work is counter to actually studying and learning the material",[],[],[],,,
HW_LO_377,y-sup-same-z,no,no,yes,,,copying work,[],[],[],,,
HW_LO_378,ack-c,no,no,no,,,,[],[],[],,,
HW_LO_378,ano-z,no,yes,yes,,over scheduled themselves and choose to put academics on the back burner in favor of extracurricular activities,student issue,[],[],[],,,
HW_LO_378,deny-c,no,yes,yes,,,,[],"[1, 2, 3, 4]",[3],,it's not an issue of HW but a student issue,Not homework. Student.
HW_LO_378,miti,no,no,no,,,,[],[],[],,,
HW_LO_378,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_378,no-need-address,no,no,no,,,,[],[],[],,,
HW_LO_378,reverse-c,no,yes,no,,,,[],"[8, 9, 10, 11]",[],,High school should be where we prepare our students for the time-management skills through HW,
HW_LO_378,trans1,no,no,no,,,,[],[],[],,,
HW_LO_378,trans2,no,yes,no,,grasping that in high school,,[],[],[],,,
HW_LO_378,x-pro-z,no,yes,yes,,prepare our students for college,prepare our students for college,[],[],[],,,
HW_LO_378,x-sup-z,no,yes,yes,,more disastrous time in college,time in college is going to be even more difficult to manage,[],[],[],,,
HW_LO_378,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
HW_LO_378,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_385,ack-c,no,no,no,,,,[],[],[],,,'involved in all this' doesn't seem directly related to 'incorrect ways of studying'
HW_LO_385,ano-z,no,no,no,,,,[],[],[],,,
HW_LO_385,deny-c,no,no,no,,,,[],[],[],,,
HW_LO_385,miti,no,no,no,,,,[],[],[],,,
HW_LO_385,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_385,no-need-address,no,no,no,,,,[],[],[],,,CA doesn't seem to be talking about incorrect ways of studying.
HW_LO_385,reverse-c,no,no,no,,,,[],[],[],,,
HW_LO_385,trans1,no,no,no,,,,[],[],[],,,
HW_LO_385,trans2,no,yes,no,,get the things done in a reasonable way,,[],[],[],,,
HW_LO_385,x-pro-z,yes,yes,yes,missing out on the chance to learn about what they went over in class on there own,the chance to learn about what they went over in class on there own,chance to learn about what they went over in class on there own,[],[],[],,,
HW_LO_385,x-sup-z,no,yes,yes,,missing out on the chance to learn about what they went over in class on there own,missing out on the chance to learn about what they went over in class on there own,[],[],[],,,
HW_LO_385,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
HW_LO_385,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_393,ack-c,yes,yes,yes,,,,[3],"[1, 2, 3, 4, 5]",[3],,CA does imply there's a chance that students use class time to do HW,
HW_LO_393,ano-z,no,yes,yes,,schedules packed with activities,schedules packed with activities,[],[],[],,,
HW_LO_393,deny-c,no,no,yes,,,,[],[],"[1, 2]",,,
HW_LO_393,miti,yes,yes,yes,"learning to budget time and prioritizing the most important activities, include a study period as part of each student's school day",include a study period as part of each student's school day,include a study period as part of each student's school day,[],[],[],,,
HW_LO_393,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_393,no-need-address,no,no,no,,,,[],[],[],,,
HW_LO_393,reverse-c,no,no,no,,,,[],[],[],,,
HW_LO_393,trans1,no,no,no,,,,[],[],[],,,
HW_LO_393,trans2,no,no,no,,,,[],[],[],,,
HW_LO_393,x-pro-z,no,yes,yes,,the reinforcement,reinforcement,[],[],[],,,
HW_LO_393,x-sup-z,no,no,no,,,,[],[],[],,,
HW_LO_393,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
HW_LO_393,y-sup-same-z,no,no,no,,,,[],[],[],,,
HW_LO_398,ack-c,yes,yes,yes,,,,[1],"[1, 2, 4, 5]","[1, 2, 3, 4, 5]",,All the selected sentences suggest that some students do copy others' HW,
HW_LO_398,ano-z,no,no,no,,,,[],[],[],,,
HW_LO_398,deny-c,no,no,no,,,,[],[],[],,,
HW_LO_398,miti,yes,yes,yes,"discern when students have copied their work from a classmate or other source, unlikely to get a passing score consistently",learn a lesson,need to learn a lesson,[],[],[],,"CA implies that if they learn a lesson, that lesson would prevent them from cheating again",future action
HW_LO_398,no-evi,no,no,no,,,,[],[],[],,,
HW_LO_398,no-need-address,yes,no,no,,,,[1],[],[],,,
HW_LO_398,reverse-c,yes,no,no,,,,[3],[],[],,,
HW_LO_398,trans1,no,no,no,,,,[],[],[],,,
HW_LO_398,trans2,yes,yes,yes,learn a lesson,lesson,students of the chance to learn that lesson,[],[],[],,"I think it's super minor and I'm not sure about this interp: HW promotes cheating, cheating promotes learning a lesson, that lesson in turn prevents students from cheating again, thus suppressing IWS",
HW_LO_398,x-pro-z,no,yes,yes,,other benefits,students of the chance to learn that lesson,[],[],[],,,
HW_LO_398,x-sup-z,no,no,yes,,,these students,[],[],[],,,
HW_LO_398,y-pro-opposite-z,no,yes,no,,a lesson,,[],[],[],,,
HW_LO_398,y-sup-same-z,no,yes,no,,cheating,,[],[],[],,"I think it's a minor interp, students cheat --> they learn a lesson --> that lesson prevent them from cheating again",
PJ_LO_003,ack-c,yes,no,yes,,,,"[6, 7]",[],[7],,,Assuming 'working conditions' is referencing <X>
PJ_LO_003,ano-z,yes,yes,yes,School ,schools,in-born,[],[],[],,,
PJ_LO_003,deny-c,no,no,yes,,,,[],[],[7],,,"Although acknowledges, argues it doesn't promote."
PJ_LO_003,miti,no,no,no,,,,[],[],[],,,
PJ_LO_003,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_003,no-need-address,yes,no,no,,,,[4],[],[],,,
PJ_LO_003,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_003,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_003,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_003,x-pro-z,no,no,no,,,,[],[],[],,,
PJ_LO_003,x-sup-z,no,no,no,,,,[],[],[],,,
PJ_LO_003,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_003,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_006,ack-c,no,no,no,,,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_006,ano-z,yes,no,no,school ,,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_006,deny-c,no,no,no,,,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_006,miti,no,no,no,,,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_006,no-evi,no,no,no,,,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_006,no-need-address,no,no,no,,,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_006,reverse-c,no,no,no,,,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_006,trans1,no,no,no,,,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_006,trans2,no,no,no,,,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_006,x-pro-z,no,no,no,,,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_006,x-sup-z,no,no,no,,,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_006,y-pro-opposite-z,no,no,no,,,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_006,y-sup-same-z,no,no,no,,,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_009,ack-c,no,no,yes,,,,[],[],[1],,,
PJ_LO_009,ano-z,no,no,no,,,,[],[],[],,,"Wanted to say Z= school, but would not be consistent with the given Y."
PJ_LO_009,deny-c,no,no,no,,,,[],[],[],,,
PJ_LO_009,miti,no,no,no,,,,[],[],[],,,
PJ_LO_009,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_009,no-need-address,no,no,no,,,,[],[],[],,,Would select 'Yes' if Y did not have 'school' within it.
PJ_LO_009,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_009,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_009,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_009,x-pro-z,yes,yes,yes,stressful events,stressful events,stressful events,[],[],[],,,
PJ_LO_009,x-sup-z,no,no,yes,,,students,[],[],[],,,
PJ_LO_009,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_009,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_019,ack-c,no,no,no,,,,[],[],[],,,CA doesn't discuss talk about <Y>
PJ_LO_019,ano-z,no,no,no,,,,[],[],[],,,CA doesn't discuss talk about <Y>
PJ_LO_019,deny-c,no,no,no,,,,[],[],[],,,CA doesn't discuss talk about <Y>
PJ_LO_019,miti,no,no,no,,,,[],[],[],,,CA doesn't discuss talk about <Y>
PJ_LO_019,no-evi,no,no,no,,,,[],[],[],,,CA doesn't discuss talk about <Y>
PJ_LO_019,no-need-address,no,no,no,,,,[],[],[],,,CA doesn't discuss talk about <Y>
PJ_LO_019,reverse-c,no,no,no,,,,[],[],[],,,CA doesn't discuss talk about <Y>
PJ_LO_019,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_019,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_019,x-pro-z,yes,yes,yes,reduces the connection between classmates and friends,less time to spend with their friends,less time to spend with their friends,[],[],[],,,
PJ_LO_019,x-sup-z,no,yes,yes,,connection between classmates and friends,the connection between classmates and friends,[],[],[],,,
PJ_LO_019,y-pro-opposite-z,no,no,no,,,,[],[],[],,,CA doesn't discuss talk about <Y>
PJ_LO_019,y-sup-same-z,no,no,no,,,,[],[],[],,,CA doesn't discuss talk about <Y>
PJ_LO_027,ack-c,yes,yes,no,,,,[1],"[0, 1]",[],Implicitly acknowledge,,CA doesn't talk about lessons learned outside of school.
PJ_LO_027,ano-z,no,no,no,,,,[],[],[],,,CA doesn't talk about lessons learned outside of school.
PJ_LO_027,deny-c,no,no,no,,,,[],[],[],,,CA doesn't talk about lessons learned outside of school.
PJ_LO_027,miti,no,no,no,,,,[],[],[],,,CA doesn't talk about lessons learned outside of school.
PJ_LO_027,no-evi,no,no,no,,,,[],[],[],,,CA doesn't talk about lessons learned outside of school.
PJ_LO_027,no-need-address,no,no,no,,,,[],[],[],,,CA doesn't talk about lessons learned outside of school.
PJ_LO_027,reverse-c,no,no,no,,,,[],[],[],,,CA doesn't talk about lessons learned outside of school.
PJ_LO_027,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_027,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_027,x-pro-z,no,yes,no,,student's attention and focus is based around their job and away from school,,[],[],[],,,
PJ_LO_027,x-sup-z,yes,yes,yes,school knowledge,lessons learned in school,what a student learns in school,[],[],[],,,'One comes at the expense of the other'
PJ_LO_027,y-pro-opposite-z,no,yes,no,,student's attention and focus is based around their job and away from school,,[],[],[],,,CA doesn't talk about lessons learned outside of school.
PJ_LO_027,y-sup-same-z,no,no,no,,,,[],[],[],,,CA doesn't talk about lessons learned outside of school.
PJ_LO_029,ack-c,yes,yes,yes,,,,[1],[1],[1],,,
PJ_LO_029,ano-z,yes,yes,no,within a classroom at high school,classroom,,[],[],[],,,"Wanted to say 'manners were learned within a classroom at high school', but it wouldn't be consistent with <Y>"
PJ_LO_029,deny-c,no,no,no,,,,[],[],[],,,
PJ_LO_029,miti,no,no,no,,,,[],[],[],,,
PJ_LO_029,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_029,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_029,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_029,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_029,trans2,no,no,no,,,,[],[],[],,,"I wanted to specify Z as 'manners', but 'manners that suppress manners' wouldn't make sense."
PJ_LO_029,x-pro-z,no,no,yes,,,manners,[],[],[],,,
PJ_LO_029,x-sup-z,no,no,yes,,,student,[],[],[],,,
PJ_LO_029,y-pro-opposite-z,yes,yes,yes,mean they are positive,does not necessarily mean they are positive,will be rooted in those of his employer,[],[],[],It does not specifically mention why it is bad,,
PJ_LO_029,y-sup-same-z,no,no,yes,,,student,[],[],[],,,"Saying 'student', because the last sentence states 'positive effect on the student' regarding manners learned within the classroom. Therefore, I'm assuming they are implying that the effects will be negative for the student in the second sentence."
PJ_LO_033,ack-c,no,no,no,,,,[],[],[],,,
PJ_LO_033,ano-z,no,no,no,,,,[],[],[],,,
PJ_LO_033,deny-c,no,no,no,,,,[],[],[],,,"Wanted to select 'Yes', but the CA is simply saying that the IA has no explanation for their claim."
PJ_LO_033,miti,no,no,no,,,,[],[],[],,,
PJ_LO_033,no-evi,no,no,yes,,,,[],[],[1],,,'clear explanation' feels like the CA requires evidence.
PJ_LO_033,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_033,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_033,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_033,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_033,x-pro-z,no,yes,yes,,addition burden in the shoulders of young adolescent children,burden,[],[],[],,,
